type,store,name,price,image_url
granulated sugar,Target,Equal Sugar Substitute - 8.8oz/250ct,$6.19,https://target.scene7.com/is/image/Target/GUEST_18daba5f-f5f8-479f-bc3e-80e1bad11e22?qlt=65&fmt=webp&hei=350&wid=350
granulated sugar,Target,Granulated Sugar - 4lbs - Good & Gather™,$3.39,https://target.scene7.com/is/image/Target/GUEST_d69dae4f-e842-4056-b79a-daae2aae4d62?qlt=65&fmt=webp&hei=350&wid=350
granulated sugar,Target,Domino Premium Pure Cane Granulated Sugar 4 lb,$4.89,https://target.scene7.com/is/image/Target/GUEST_2aad9031-24ae-43eb-91ce-dd68c101fed4?qlt=65&fmt=webp&hei=350&wid=350
granulated sugar,Target,Crystal Granulated Sugar - 4LB,$4.49,https://target.scene7.com/is/image/Target/GUEST_1b8193f0-eaf2-493e-9d7b-d2bfccada971?qlt=65&fmt=webp&hei=350&wid=350
granulated sugar,Target,Crystal Granulated 100% Sugar - 10lb,$9.99,N/A
granulated sugar,Target,Organic Sugar - 32oz - Good & Gather™,$3.39,N/A
granulated sugar,Target,Light Brown Sugar - 2lbs - Good & Gather™,$2.39,N/A
granulated sugar,Target,Domino Pure Cane Granulated Sugar - Case of 12 - 16 oz,$60.81,N/A
granulated sugar,Target,Crystal Dark Brown Sugar - 2lbs,$2.79,N/A
