type,store,name,price,image_url
Baking soda,Trader Joe's,Blondie Bar Baking Mix,$3.79,https://www.traderjoes.com/content/dam/trjo/products/m20905/98333.png/jcr:content/renditions/cq5dam.web.1280.1280
Baking soda,Trader Joe's,Peanut Butter Flavored Baking Chips,$2.99,https://www.traderjoes.com/content/dam/trjo/products/m21002/76560.png/jcr:content/renditions/cq5dam.web.1280.1280
Baking soda,Trader Joe's,GIR® Baking Mat,$4.99,https://www.traderjoes.com/content/dam/trjo/products/m501/75979.png/jcr:content/renditions/cq5dam.web.1280.1280
Baking soda,Trader Joe's,Preposterously Peanut Butter Cup Cookies,N/A,https://www.traderjoes.com/content/dam/trjo/recipes/preposterously-peanut-butter-cookies.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg
Baking soda,Trader Joe's,Chewy Salted Caramel Cookies,N/A,https://www.traderjoes.com/content/dam/trjo/context-images/71839-sea-salt-caramel-chips-pdp.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg
Baking soda,Trader Joe's,Double Chocolate Crinkle Cookies,N/A,https://www.traderjoes.com/content/dam/trjo/context-images/51482-choc-chunks-pdp.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg
Baking soda,Trader Joe's,This Banana Walks Into a Blondie Bar,N/A,https://www.traderjoes.com/content/dam/trjo/context-images/98333-blondie-bar-baking-mix-PDP.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg
Baking soda,Trader Joe's,We Fall For It Every Year,N/A,https://www.traderjoes.com/content/dam/trjo/editorial-main-images/fall-preview/we-fall-for-it-2024_main-image.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg
Baking soda,Trader Joe's,Easy Breezy Brunch - Five Heat & Eat Brunchables,N/A,https://www.traderjoes.com/content/dam/trjo/editorial-main-images/easy-breezy-brunch/Easy-Breezy-Brunch-main-image.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg
